fips,above_average_vax_rate
38003,Voted Republican and Above Average Vaccination Rate
38005,Voted Republican and Above Average Vaccination Rate
38007,Voted Republican and Below Average Vaccination Rate
38009,Voted Republican and Below Average Vaccination Rate
38011,Voted Republican and Below Average Vaccination Rate
38013,Voted Republican and Below Average Vaccination Rate
38015,Voted Republican and Above Average Vaccination Rate
38017,Voted Republican and Above Average Vaccination Rate
38019,Voted Republican and Above Average Vaccination Rate
38021,Voted Republican and Above Average Vaccination Rate
38023,Voted Republican and Below Average Vaccination Rate
38025,Voted Republican and Below Average Vaccination Rate
38027,Voted Republican and Above Average Vaccination Rate
38029,Voted Republican and Below Average Vaccination Rate
38031,Voted Republican and Above Average Vaccination Rate
38033,Voted Republican and Below Average Vaccination Rate
38035,Voted Republican and Above Average Vaccination Rate
38037,Voted Republican and Below Average Vaccination Rate
38039,Voted Republican and Below Average Vaccination Rate
38041,Voted Republican and Below Average Vaccination Rate
38043,Voted Republican and Below Average Vaccination Rate
38045,Voted Republican and Above Average Vaccination Rate
38047,Voted Republican and Below Average Vaccination Rate
38049,Voted Republican and Below Average Vaccination Rate
38051,Voted Republican and Below Average Vaccination Rate
38053,Voted Republican and Below Average Vaccination Rate
38055,Voted Republican and Below Average Vaccination Rate
38057,Voted Republican and Below Average Vaccination Rate
38059,Voted Republican and Below Average Vaccination Rate
38061,Voted Republican and Above Average Vaccination Rate
38063,Voted Republican and Above Average Vaccination Rate
38065,Voted Republican and Below Average Vaccination Rate
38067,Voted Republican and Above Average Vaccination Rate
38069,Voted Republican and Below Average Vaccination Rate
38071,Voted Republican and Above Average Vaccination Rate
38073,Voted Republican and Above Average Vaccination Rate
38075,Voted Republican and Below Average Vaccination Rate
38077,Voted Republican and Above Average Vaccination Rate
38079,Voted Democrat and Above Average Vaccination Rate
38081,Voted Republican and Above Average Vaccination Rate
38083,Voted Republican and Below Average Vaccination Rate
38085,Voted Democrat and Above Average Vaccination Rate
38087,Voted Republican and Below Average Vaccination Rate
38089,Voted Republican and Below Average Vaccination Rate
38091,Voted Republican and Below Average Vaccination Rate
38093,Voted Republican and Above Average Vaccination Rate
38095,Voted Republican and Below Average Vaccination Rate
38097,Voted Republican and Above Average Vaccination Rate
38099,Voted Republican and Above Average Vaccination Rate
38101,Voted Republican and Below Average Vaccination Rate
38103,Voted Republican and Below Average Vaccination Rate
38105,Voted Republican and Below Average Vaccination Rate
39001,Voted Republican and Below Average Vaccination Rate
39003,Voted Republican and Below Average Vaccination Rate
39005,Voted Republican and Below Average Vaccination Rate
39007,Voted Republican and Above Average Vaccination Rate
39009,Voted Democrat and Below Average Vaccination Rate
39011,Voted Republican and Below Average Vaccination Rate
39013,Voted Republican and Below Average Vaccination Rate
39015,Voted Republican and Below Average Vaccination Rate
39017,Voted Republican and Above Average Vaccination Rate
39019,Voted Republican and Below Average Vaccination Rate
39021,Voted Republican and Below Average Vaccination Rate
39023,Voted Republican and Below Average Vaccination Rate
39025,Voted Republican and Above Average Vaccination Rate
39027,Voted Republican and Below Average Vaccination Rate
39029,Voted Republican and Below Average Vaccination Rate
39031,Voted Republican and Below Average Vaccination Rate
39033,Voted Republican and Below Average Vaccination Rate
39035,Voted Democrat and Above Average Vaccination Rate
39037,Voted Republican and Below Average Vaccination Rate
39039,Voted Republican and Below Average Vaccination Rate
39041,Voted Republican and Above Average Vaccination Rate
39043,Voted Republican and Above Average Vaccination Rate
39045,Voted Republican and Above Average Vaccination Rate
39047,Voted Republican and Below Average Vaccination Rate
39049,Voted Democrat and Above Average Vaccination Rate
39051,Voted Republican and Above Average Vaccination Rate
39053,Voted Republican and Below Average Vaccination Rate
39055,Voted Republican and Above Average Vaccination Rate
39057,Voted Republican and Above Average Vaccination Rate
39059,Voted Republican and Below Average Vaccination Rate
39061,Voted Democrat and Above Average Vaccination Rate
39063,Voted Republican and Below Average Vaccination Rate
39065,Voted Republican and Below Average Vaccination Rate
39067,Voted Republican and Below Average Vaccination Rate
39069,Voted Republican and Above Average Vaccination Rate
39071,Voted Republican and Below Average Vaccination Rate
39073,Voted Republican and Below Average Vaccination Rate
39075,Voted Republican and Below Average Vaccination Rate
39077,Voted Republican and Below Average Vaccination Rate
39079,Voted Republican and Below Average Vaccination Rate
39081,Voted Republican and Below Average Vaccination Rate
39083,Voted Republican and Below Average Vaccination Rate
39085,Voted Republican and Above Average Vaccination Rate
39087,Voted Republican and Below Average Vaccination Rate
39089,Voted Republican and Above Average Vaccination Rate
39091,Voted Republican and Below Average Vaccination Rate
39093,Voted Republican and Above Average Vaccination Rate
39095,Voted Democrat and Above Average Vaccination Rate
39097,Voted Republican and Below Average Vaccination Rate
39099,Voted Republican and Above Average Vaccination Rate
39101,Voted Republican and Below Average Vaccination Rate
39103,Voted Republican and Above Average Vaccination Rate
39105,Voted Republican and Below Average Vaccination Rate
39107,Voted Republican and Below Average Vaccination Rate
39109,Voted Republican and Below Average Vaccination Rate
39111,Voted Republican and Below Average Vaccination Rate
39113,Voted Democrat and Above Average Vaccination Rate
39115,Voted Republican and Below Average Vaccination Rate
39117,Voted Republican and Below Average Vaccination Rate
39119,Voted Republican and Below Average Vaccination Rate
39121,Voted Republican and Below Average Vaccination Rate
39123,Voted Republican and Above Average Vaccination Rate
39125,Voted Republican and Below Average Vaccination Rate
39127,Voted Republican and Below Average Vaccination Rate
39129,Voted Republican and Below Average Vaccination Rate
39131,Voted Republican and Below Average Vaccination Rate
39133,Voted Republican and Above Average Vaccination Rate
39135,Voted Republican and Below Average Vaccination Rate
39137,Voted Republican and Below Average Vaccination Rate
39139,Voted Republican and Below Average Vaccination Rate
39141,Voted Republican and Below Average Vaccination Rate
39143,Voted Republican and Above Average Vaccination Rate
39145,Voted Republican and Below Average Vaccination Rate
39147,Voted Republican and Below Average Vaccination Rate
39149,Voted Republican and Below Average Vaccination Rate
39151,Voted Republican and Above Average Vaccination Rate
39153,Voted Democrat and Above Average Vaccination Rate
39155,Voted Republican and Above Average Vaccination Rate
39157,Voted Republican and Below Average Vaccination Rate
39159,Voted Republican and Above Average Vaccination Rate
39161,Voted Republican and Below Average Vaccination Rate
39163,Voted Republican and Below Average Vaccination Rate
39165,Voted Republican and Above Average Vaccination Rate
39167,Voted Republican and Above Average Vaccination Rate
39169,Voted Republican and Below Average Vaccination Rate
39171,Voted Republican and Below Average Vaccination Rate
39173,Voted Republican and Above Average Vaccination Rate
39175,Voted Republican and Below Average Vaccination Rate
40001,Voted Republican and Below Average Vaccination Rate
40003,Voted Republican and Below Average Vaccination Rate
40005,Voted Republican and Below Average Vaccination Rate
40007,Voted Republican and Below Average Vaccination Rate
40009,Voted Republican and Below Average Vaccination Rate
40011,Voted Republican and Below Average Vaccination Rate
40013,Voted Republican and Below Average Vaccination Rate
40015,Voted Republican and Above Average Vaccination Rate
40017,Voted Republican and Above Average Vaccination Rate
40019,Voted Republican and Below Average Vaccination Rate
40021,Voted Republican and Below Average Vaccination Rate
40023,Voted Republican and Below Average Vaccination Rate
40025,Voted Republican and Below Average Vaccination Rate
40027,Voted Republican and Above Average Vaccination Rate
40029,Voted Republican and Below Average Vaccination Rate
40031,Voted Republican and Above Average Vaccination Rate
40033,Voted Republican and Below Average Vaccination Rate
40035,Voted Republican and Above Average Vaccination Rate
40037,Voted Republican and Below Average Vaccination Rate
40039,Voted Republican and Above Average Vaccination Rate
40041,Voted Republican and Below Average Vaccination Rate
40043,Voted Republican and Below Average Vaccination Rate
40045,Voted Republican and Below Average Vaccination Rate
40047,Voted Republican and Above Average Vaccination Rate
40049,Voted Republican and Above Average Vaccination Rate
40051,Voted Republican and Below Average Vaccination Rate
40053,Voted Republican and Below Average Vaccination Rate
40055,Voted Republican and Below Average Vaccination Rate
40057,Voted Republican and Above Average Vaccination Rate
40059,Voted Republican and Below Average Vaccination Rate
40061,Voted Republican and Below Average Vaccination Rate
40063,Voted Republican and Below Average Vaccination Rate
40065,Voted Republican and Above Average Vaccination Rate
40067,Voted Republican and Below Average Vaccination Rate
40069,Voted Republican and Below Average Vaccination Rate
40071,Voted Republican and Below Average Vaccination Rate
40073,Voted Republican and Above Average Vaccination Rate
40075,Voted Republican and Above Average Vaccination Rate
40077,Voted Republican and Below Average Vaccination Rate
40079,Voted Republican and Below Average Vaccination Rate
40081,Voted Republican and Below Average Vaccination Rate
40083,Voted Republican and Below Average Vaccination Rate
40085,Voted Republican and Below Average Vaccination Rate
40087,Voted Republican and Above Average Vaccination Rate
40089,Voted Republican and Below Average Vaccination Rate
40091,Voted Republican and Above Average Vaccination Rate
40093,Voted Republican and Above Average Vaccination Rate
40095,Voted Republican and Below Average Vaccination Rate
40097,Voted Republican and Below Average Vaccination Rate
40099,Voted Republican and Below Average Vaccination Rate
40101,Voted Republican and Above Average Vaccination Rate
40103,Voted Republican and Above Average Vaccination Rate
40105,Voted Republican and Below Average Vaccination Rate
40107,Voted Republican and Below Average Vaccination Rate
40109,Voted Republican and Above Average Vaccination Rate
40111,Voted Republican and Below Average Vaccination Rate
40113,Voted Republican and Below Average Vaccination Rate
40115,Voted Republican and Below Average Vaccination Rate
40117,Voted Republican and Above Average Vaccination Rate
40119,Voted Republican and Below Average Vaccination Rate
40121,Voted Republican and Below Average Vaccination Rate
40123,Voted Republican and Above Average Vaccination Rate
40125,Voted Republican and Below Average Vaccination Rate
40127,Voted Republican and Below Average Vaccination Rate
40131,Voted Republican and Below Average Vaccination Rate
40133,Voted Republican and Above Average Vaccination Rate
40135,Voted Republican and Below Average Vaccination Rate
40137,Voted Republican and Above Average Vaccination Rate
40139,Voted Republican and Below Average Vaccination Rate
40141,Voted Republican and Above Average Vaccination Rate
40143,Voted Republican and Above Average Vaccination Rate
40145,Voted Republican and Below Average Vaccination Rate
40147,Voted Republican and Below Average Vaccination Rate
40149,Voted Republican and Below Average Vaccination Rate
40151,Voted Republican and Below Average Vaccination Rate
40153,Voted Republican and Below Average Vaccination Rate
41001,Voted Republican and Above Average Vaccination Rate
41003,Voted Democrat and Above Average Vaccination Rate
41005,Voted Democrat and Above Average Vaccination Rate
41007,Voted Democrat and Above Average Vaccination Rate
41009,Voted Republican and Above Average Vaccination Rate
41011,Voted Republican and Above Average Vaccination Rate
41013,Voted Republican and Below Average Vaccination Rate
41015,Voted Republican and Above Average Vaccination Rate
41017,Voted Democrat and Above Average Vaccination Rate
41019,Voted Republican and Above Average Vaccination Rate
41021,Voted Republican and Below Average Vaccination Rate
41023,Voted Republican and Below Average Vaccination Rate
41025,Voted Republican and Below Average Vaccination Rate
41027,Voted Democrat and Above Average Vaccination Rate
41029,Voted Republican and Above Average Vaccination Rate
41031,Voted Republican and Above Average Vaccination Rate
41033,Voted Republican and Below Average Vaccination Rate
41035,Voted Republican and Above Average Vaccination Rate
41037,Voted Republican and Below Average Vaccination Rate
41039,Voted Democrat and Above Average Vaccination Rate
41041,Voted Democrat and Above Average Vaccination Rate
41043,Voted Republican and Above Average Vaccination Rate
41045,Voted Republican and Below Average Vaccination Rate
41047,Voted Democrat and Above Average Vaccination Rate
41049,Voted Republican and Above Average Vaccination Rate
41051,Voted Democrat and Above Average Vaccination Rate
41053,Voted Republican and Above Average Vaccination Rate
41055,Voted Republican and Above Average Vaccination Rate
41057,Voted Republican and Above Average Vaccination Rate
41059,Voted Republican and Above Average Vaccination Rate
41061,Voted Republican and Below Average Vaccination Rate
41063,Voted Republican and Above Average Vaccination Rate
41065,Voted Republican and Above Average Vaccination Rate
41067,Voted Democrat and Above Average Vaccination Rate
41069,Voted Republican and Above Average Vaccination Rate
41071,Voted Republican and Above Average Vaccination Rate
42001,Voted Republican and Above Average Vaccination Rate
42003,Voted Democrat and Above Average Vaccination Rate
42005,Voted Republican and Above Average Vaccination Rate
42007,Voted Republican and Above Average Vaccination Rate
42009,Voted Republican and Below Average Vaccination Rate
42011,Voted Republican and Above Average Vaccination Rate
42013,Voted Republican and Above Average Vaccination Rate
42015,Voted Republican and Below Average Vaccination Rate
42017,Voted Democrat and Above Average Vaccination Rate
42019,Voted Republican and Above Average Vaccination Rate
42021,Voted Republican and Above Average Vaccination Rate
42023,Voted Republican and Above Average Vaccination Rate
42025,Voted Republican and Above Average Vaccination Rate
42027,Voted Democrat and Above Average Vaccination Rate
42029,Voted Democrat and Above Average Vaccination Rate
42031,Voted Republican and Below Average Vaccination Rate
42033,Voted Republican and Above Average Vaccination Rate
42035,Voted Republican and Below Average Vaccination Rate
42037,Voted Republican and Above Average Vaccination Rate
42039,Voted Republican and Above Average Vaccination Rate
42041,Voted Republican and Above Average Vaccination Rate
42043,Voted Democrat and Above Average Vaccination Rate
42045,Voted Democrat and Above Average Vaccination Rate
42047,Voted Republican and Above Average Vaccination Rate
42049,Voted Democrat and Above Average Vaccination Rate
42051,Voted Republican and Above Average Vaccination Rate
42053,Voted Republican and Above Average Vaccination Rate
42055,Voted Republican and Above Average Vaccination Rate
42057,Voted Republican and Below Average Vaccination Rate
42059,Voted Republican and Above Average Vaccination Rate
42061,Voted Republican and Above Average Vaccination Rate
42063,Voted Republican and Below Average Vaccination Rate
42065,Voted Republican and Above Average Vaccination Rate
42067,Voted Republican and Below Average Vaccination Rate
42069,Voted Democrat and Above Average Vaccination Rate
42071,Voted Republican and Above Average Vaccination Rate
42073,Voted Republican and Above Average Vaccination Rate
42075,Voted Republican and Above Average Vaccination Rate
42077,Voted Democrat and Above Average Vaccination Rate
42079,Voted Republican and Above Average Vaccination Rate
42081,Voted Republican and Above Average Vaccination Rate
42083,Voted Republican and Above Average Vaccination Rate
42085,Voted Republican and Above Average Vaccination Rate
42087,Voted Republican and Above Average Vaccination Rate
42089,Voted Democrat and Above Average Vaccination Rate
42091,Voted Democrat and Above Average Vaccination Rate
42093,Voted Republican and Above Average Vaccination Rate
42095,Voted Democrat and Above Average Vaccination Rate
42097,Voted Republican and Above Average Vaccination Rate
42099,Voted Republican and Above Average Vaccination Rate
42103,Voted Republican and Above Average Vaccination Rate
42107,Voted Republican and Above Average Vaccination Rate
42109,Voted Republican and Above Average Vaccination Rate
42111,Voted Republican and Above Average Vaccination Rate
42113,Voted Republican and Above Average Vaccination Rate
42115,Voted Republican and Below Average Vaccination Rate
42117,Voted Republican and Below Average Vaccination Rate
42119,Voted Republican and Above Average Vaccination Rate
42121,Voted Republican and Below Average Vaccination Rate
42123,Voted Republican and Above Average Vaccination Rate
42125,Voted Republican and Above Average Vaccination Rate
42127,Voted Republican and Above Average Vaccination Rate
42129,Voted Republican and Above Average Vaccination Rate
42131,Voted Republican and Above Average Vaccination Rate
42133,Voted Republican and Above Average Vaccination Rate
44001,Voted Democrat and Above Average Vaccination Rate
44003,Voted Democrat and Above Average Vaccination Rate
44005,Voted Democrat and Above Average Vaccination Rate
44007,Voted Democrat and Above Average Vaccination Rate
44009,Voted Democrat and Above Average Vaccination Rate
45001,Voted Republican and Below Average Vaccination Rate
45003,Voted Republican and Below Average Vaccination Rate
45005,Voted Democrat and Above Average Vaccination Rate
45007,Voted Republican and Below Average Vaccination Rate
45009,Voted Democrat and Above Average Vaccination Rate
45011,Voted Republican and Above Average Vaccination Rate
45013,Voted Republican and Above Average Vaccination Rate
45015,Voted Republican and Above Average Vaccination Rate
45017,Voted Republican and Below Average Vaccination Rate
45019,Voted Democrat and Above Average Vaccination Rate
45021,Voted Republican and Below Average Vaccination Rate
45023,Voted Republican and Below Average Vaccination Rate
45025,Voted Republican and Below Average Vaccination Rate
45027,Voted Republican and Below Average Vaccination Rate
45029,Voted Republican and Above Average Vaccination Rate
45031,Voted Republican and Above Average Vaccination Rate
45033,Voted Republican and Below Average Vaccination Rate
45035,Voted Republican and Above Average Vaccination Rate
45037,Voted Republican and Above Average Vaccination Rate
45039,Voted Democrat and Above Average Vaccination Rate
45041,Voted Republican and Above Average Vaccination Rate
45043,Voted Republican and Above Average Vaccination Rate
45045,Voted Republican and Above Average Vaccination Rate
45047,Voted Republican and Above Average Vaccination Rate
45049,Voted Democrat and Above Average Vaccination Rate
45051,Voted Republican and Above Average Vaccination Rate
45053,Voted Democrat and Below Average Vaccination Rate
45055,Voted Republican and Above Average Vaccination Rate
45057,Voted Republican and Above Average Vaccination Rate
45059,Voted Republican and Below Average Vaccination Rate
45061,Voted Democrat and Below Average Vaccination Rate
45063,Voted Republican and Above Average Vaccination Rate
45065,Voted Republican and Above Average Vaccination Rate
45067,Voted Democrat and Above Average Vaccination Rate
45069,Voted Democrat and Below Average Vaccination Rate
45071,Voted Republican and Above Average Vaccination Rate
45073,Voted Republican and Below Average Vaccination Rate
45075,Voted Democrat and Above Average Vaccination Rate
45077,Voted Republican and Below Average Vaccination Rate
45079,Voted Democrat and Above Average Vaccination Rate
45081,Voted Republican and Below Average Vaccination Rate
45083,Voted Republican and Below Average Vaccination Rate
45085,Voted Democrat and Above Average Vaccination Rate
45087,Voted Republican and Below Average Vaccination Rate
45089,Voted Democrat and Above Average Vaccination Rate
45091,Voted Republican and Above Average Vaccination Rate
46007,Voted Republican and Above Average Vaccination Rate
46013,Voted Republican and Above Average Vaccination Rate
46017,Voted Democrat and Above Average Vaccination Rate
46021,Voted Republican and Below Average Vaccination Rate
46031,Voted Republican and Below Average Vaccination Rate
46041,Voted Democrat and Above Average Vaccination Rate
46063,Voted Republican and Below Average Vaccination Rate
46085,Voted Republican and Above Average Vaccination Rate
46095,Voted Republican and Above Average Vaccination Rate
46102,Voted Democrat and Above Average Vaccination Rate
46117,Voted Republican and Above Average Vaccination Rate
46121,Voted Democrat and Above Average Vaccination Rate
46127,Voted Republican and Above Average Vaccination Rate
46135,Voted Republican and Above Average Vaccination Rate
46137,Voted Democrat and Below Average Vaccination Rate
47001,Voted Republican and Above Average Vaccination Rate
47003,Voted Republican and Below Average Vaccination Rate
47005,Voted Republican and Below Average Vaccination Rate
47007,Voted Republican and Below Average Vaccination Rate
47009,Voted Republican and Above Average Vaccination Rate
47011,Voted Republican and Below Average Vaccination Rate
47013,Voted Republican and Below Average Vaccination Rate
47015,Voted Republican and Below Average Vaccination Rate
47017,Voted Republican and Above Average Vaccination Rate
47019,Voted Republican and Below Average Vaccination Rate
47021,Voted Republican and Above Average Vaccination Rate
47023,Voted Republican and Below Average Vaccination Rate
47025,Voted Republican and Below Average Vaccination Rate
47027,Voted Republican and Below Average Vaccination Rate
47029,Voted Republican and Above Average Vaccination Rate
47031,Voted Republican and Above Average Vaccination Rate
47033,Voted Republican and Above Average Vaccination Rate
47035,Voted Republican and Below Average Vaccination Rate
47037,Voted Democrat and Above Average Vaccination Rate
47039,Voted Republican and Below Average Vaccination Rate
47041,Voted Republican and Below Average Vaccination Rate
47043,Voted Republican and Above Average Vaccination Rate
47045,Voted Republican and Below Average Vaccination Rate
47047,Voted Republican and Above Average Vaccination Rate
47049,Voted Republican and Below Average Vaccination Rate
47051,Voted Republican and Below Average Vaccination Rate
47053,Voted Republican and Below Average Vaccination Rate
47055,Voted Republican and Below Average Vaccination Rate
47057,Voted Republican and Above Average Vaccination Rate
47059,Voted Republican and Below Average Vaccination Rate
47061,Voted Republican and Below Average Vaccination Rate
47063,Voted Republican and Below Average Vaccination Rate
47065,Voted Republican and Above Average Vaccination Rate
47067,Voted Republican and Below Average Vaccination Rate
47069,Voted Republican and Below Average Vaccination Rate
47071,Voted Republican and Below Average Vaccination Rate
47073,Voted Republican and Below Average Vaccination Rate
47075,Voted Democrat and Above Average Vaccination Rate
47077,Voted Republican and Below Average Vaccination Rate
47079,Voted Republican and Below Average Vaccination Rate
47081,Voted Republican and Below Average Vaccination Rate
47083,Voted Republican and Below Average Vaccination Rate
47085,Voted Republican and Below Average Vaccination Rate
47087,Voted Republican and Below Average Vaccination Rate
47089,Voted Republican and Above Average Vaccination Rate
47091,Voted Republican and Below Average Vaccination Rate
47093,Voted Republican and Above Average Vaccination Rate
47095,Voted Republican and Below Average Vaccination Rate
47097,Voted Republican and Below Average Vaccination Rate
47099,Voted Republican and Below Average Vaccination Rate
47101,Voted Republican and Below Average Vaccination Rate
47103,Voted Republican and Below Average Vaccination Rate
47105,Voted Republican and Above Average Vaccination Rate
47107,Voted Republican and Below Average Vaccination Rate
47109,Voted Republican and Above Average Vaccination Rate
47111,Voted Republican and Below Average Vaccination Rate
47113,Voted Republican and Above Average Vaccination Rate
47115,Voted Republican and Below Average Vaccination Rate
47117,Voted Republican and Below Average Vaccination Rate
47119,Voted Republican and Above Average Vaccination Rate
47121,Voted Republican and Above Average Vaccination Rate
47123,Voted Republican and Below Average Vaccination Rate
47125,Voted Republican and Above Average Vaccination Rate
47127,Voted Republican and Below Average Vaccination Rate
47129,Voted Republican and Above Average Vaccination Rate
47131,Voted Republican and Below Average Vaccination Rate
47133,Voted Republican and Below Average Vaccination Rate
47135,Voted Republican and Below Average Vaccination Rate
47137,Voted Republican and Below Average Vaccination Rate
47139,Voted Republican and Below Average Vaccination Rate
47141,Voted Republican and Above Average Vaccination Rate
47143,Voted Republican and Below Average Vaccination Rate
47145,Voted Republican and Below Average Vaccination Rate
47147,Voted Republican and Above Average Vaccination Rate
47149,Voted Republican and Above Average Vaccination Rate
47151,Voted Republican and Below Average Vaccination Rate
47153,Voted Republican and Below Average Vaccination Rate
47155,Voted Republican and Above Average Vaccination Rate
47157,Voted Democrat and Above Average Vaccination Rate
47159,Voted Republican and Below Average Vaccination Rate
47161,Voted Republican and Below Average Vaccination Rate
47163,Voted Republican and Above Average Vaccination Rate
47165,Voted Republican and Above Average Vaccination Rate
47167,Voted Republican and Below Average Vaccination Rate
47169,Voted Republican and Below Average Vaccination Rate
47171,Voted Republican and Above Average Vaccination Rate
47173,Voted Republican and Below Average Vaccination Rate
47175,Voted Republican and Above Average Vaccination Rate
47177,Voted Republican and Below Average Vaccination Rate
47179,Voted Republican and Above Average Vaccination Rate
47181,Voted Republican and Below Average Vaccination Rate
47183,Voted Republican and Below Average Vaccination Rate
47185,Voted Republican and Below Average Vaccination Rate
47187,Voted Republican and Above Average Vaccination Rate
47189,Voted Republican and Above Average Vaccination Rate
49001,Voted Republican and Above Average Vaccination Rate
49003,Voted Republican and Above Average Vaccination Rate
49005,Voted Republican and Above Average Vaccination Rate
49007,Voted Republican and Above Average Vaccination Rate
49009,Voted Republican and Above Average Vaccination Rate
49011,Voted Republican and Above Average Vaccination Rate
49013,Voted Republican and Above Average Vaccination Rate
49015,Voted Republican and Below Average Vaccination Rate
49017,Voted Republican and Above Average Vaccination Rate
49019,Voted Democrat and Above Average Vaccination Rate
49021,Voted Republican and Below Average Vaccination Rate
49023,Voted Republican and Below Average Vaccination Rate
49025,Voted Republican and Above Average Vaccination Rate
49027,Voted Republican and Above Average Vaccination Rate
49029,Voted Republican and Above Average Vaccination Rate
49031,Voted Republican and Below Average Vaccination Rate
49033,Voted Republican and Above Average Vaccination Rate
49035,Voted Democrat and Above Average Vaccination Rate
49037,Voted Republican and Above Average Vaccination Rate
49039,Voted Republican and Below Average Vaccination Rate
49041,Voted Republican and Below Average Vaccination Rate
49043,Voted Democrat and Above Average Vaccination Rate
49045,Voted Republican and Above Average Vaccination Rate
49047,Voted Republican and Below Average Vaccination Rate
49049,Voted Republican and Above Average Vaccination Rate
49051,Voted Republican and Above Average Vaccination Rate
49053,Voted Republican and Above Average Vaccination Rate
49055,Voted Republican and Above Average Vaccination Rate
49057,Voted Republican and Above Average Vaccination Rate
50001,Voted Democrat and Above Average Vaccination Rate
50003,Voted Democrat and Below Average Vaccination Rate
50005,Voted Democrat and Below Average Vaccination Rate
50007,Voted Democrat and Above Average Vaccination Rate
50009,Voted Democrat and Below Average Vaccination Rate
50011,Voted Republican and Below Average Vaccination Rate
50013,Voted Democrat and Above Average Vaccination Rate
50015,Voted Democrat and Above Average Vaccination Rate
50017,Voted Republican and Above Average Vaccination Rate
50019,Voted Democrat and Above Average Vaccination Rate
50021,Voted Democrat and Above Average Vaccination Rate
50023,Voted Democrat and Below Average Vaccination Rate
50025,Voted Democrat and Above Average Vaccination Rate
50027,Voted Democrat and Above Average Vaccination Rate
51001,Voted Republican and Above Average Vaccination Rate
51003,Voted Democrat and Above Average Vaccination Rate
51005,Voted Republican and Below Average Vaccination Rate
51007,Voted Republican and Below Average Vaccination Rate
51009,Voted Republican and Below Average Vaccination Rate
51011,Voted Republican and Below Average Vaccination Rate
51013,Voted Democrat and Above Average Vaccination Rate
51015,Voted Republican and Above Average Vaccination Rate
51017,Voted Republican and Below Average Vaccination Rate
51019,Voted Republican and Below Average Vaccination Rate
51021,Voted Republican and Below Average Vaccination Rate
51023,Voted Republican and Above Average Vaccination Rate
51025,Voted Democrat and Above Average Vaccination Rate
51027,Voted Republican and Below Average Vaccination Rate
51029,Voted Republican and Below Average Vaccination Rate
51031,Voted Republican and Below Average Vaccination Rate
51033,Voted Republican and Below Average Vaccination Rate
51035,Voted Republican and Below Average Vaccination Rate
51037,Voted Republican and Below Average Vaccination Rate
51041,Voted Democrat and Above Average Vaccination Rate
51043,Voted Republican and Above Average Vaccination Rate
51045,Voted Republican and Below Average Vaccination Rate
51047,Voted Republican and Above Average Vaccination Rate
51049,Voted Republican and Below Average Vaccination Rate
51051,Voted Republican and Above Average Vaccination Rate
51053,Voted Republican and Above Average Vaccination Rate
51057,Voted Republican and Above Average Vaccination Rate
51059,Voted Democrat and Above Average Vaccination Rate
51061,Voted Republican and Above Average Vaccination Rate
51063,Voted Republican and Below Average Vaccination Rate
51065,Voted Republican and Above Average Vaccination Rate
51067,Voted Republican and Below Average Vaccination Rate
51069,Voted Republican and Above Average Vaccination Rate
51071,Voted Republican and Below Average Vaccination Rate
51073,Voted Republican and Above Average Vaccination Rate
51075,Voted Republican and Above Average Vaccination Rate
51077,Voted Republican and Below Average Vaccination Rate
51079,Voted Republican and Above Average Vaccination Rate
51081,Voted Democrat and Below Average Vaccination Rate
51083,Voted Republican and Below Average Vaccination Rate
51085,Voted Republican and Above Average Vaccination Rate
51087,Voted Democrat and Above Average Vaccination Rate
51089,Voted Republican and Below Average Vaccination Rate
51091,Voted Republican and Above Average Vaccination Rate
51093,Voted Republican and Above Average Vaccination Rate
51095,Voted Democrat and Above Average Vaccination Rate
51097,Voted Republican and Above Average Vaccination Rate
51099,Voted Republican and Above Average Vaccination Rate
51101,Voted Republican and Above Average Vaccination Rate
51103,Voted Republican and Above Average Vaccination Rate
51105,Voted Republican and Above Average Vaccination Rate
51107,Voted Democrat and Above Average Vaccination Rate
51109,Voted Republican and Below Average Vaccination Rate
51111,Voted Republican and Above Average Vaccination Rate
51113,Voted Republican and Above Average Vaccination Rate
51115,Voted Republican and Above Average Vaccination Rate
51117,Voted Republican and Below Average Vaccination Rate
51119,Voted Republican and Above Average Vaccination Rate
51121,Voted Democrat and Below Average Vaccination Rate
51125,Voted Republican and Above Average Vaccination Rate
51127,Voted Republican and Above Average Vaccination Rate
51131,Voted Democrat and Above Average Vaccination Rate
51133,Voted Republican and Above Average Vaccination Rate
51135,Voted Republican and Below Average Vaccination Rate
51137,Voted Republican and Below Average Vaccination Rate
51139,Voted Republican and Below Average Vaccination Rate
51141,Voted Republican and Below Average Vaccination Rate
51143,Voted Republican and Below Average Vaccination Rate
51145,Voted Republican and Below Average Vaccination Rate
51147,Voted Democrat and Below Average Vaccination Rate
51149,Voted Republican and Above Average Vaccination Rate
51153,Voted Democrat and Above Average Vaccination Rate
51155,Voted Republican and Below Average Vaccination Rate
51157,Voted Republican and Above Average Vaccination Rate
51159,Voted Republican and Below Average Vaccination Rate
51161,Voted Republican and Above Average Vaccination Rate
51163,Voted Republican and Below Average Vaccination Rate
51165,Voted Republican and Below Average Vaccination Rate
51167,Voted Republican and Above Average Vaccination Rate
51169,Voted Republican and Above Average Vaccination Rate
51171,Voted Republican and Above Average Vaccination Rate
51173,Voted Republican and Above Average Vaccination Rate
51175,Voted Republican and Below Average Vaccination Rate
